time,EUR_USD
2017:01:25 2:30:00,1.07334
2017:01:25 3:00:00,1.07308
2017:01:25 3:30:00,1.07289
2017:01:25 4:00:00,1.07317
2017:01:25 4:30:00,1.07348
2017:01:25 5:00:00,1.07306
2017:01:25 5:30:00,1.07276
2017:01:25 6:00:00,1.0726
2017:01:25 6:30:00,1.07255
2017:01:25 7:00:00,1.07214
2017:01:25 7:30:00,1.07181
2017:01:25 8:00:00,1.07136
2017:01:25 8:30:00,1.0731
2017:01:25 9:00:00,1.073
2017:01:25 9:30:00,1.07446
2017:01:25 10:00:00,1.07496
2017:01:25 10:30:00,1.07504
2017:01:25 11:00:00,1.07532
2017:01:25 11:30:00,1.07513
2017:01:25 12:00:00,1.07523
2017:01:25 12:30:00,1.07605
2017:01:25 13:00:00,1.07459
2017:01:25 13:30:00,1.07392
2017:01:25 14:00:00,1.07446
2017:01:25 14:30:00,1.07258
2017:01:25 15:00:00,1.07266
2017:01:25 15:30:00,1.07438
2017:01:25 16:00:00,1.07414
2017:01:25 16:30:00,1.07342
2017:01:25 17:00:00,1.0743
2017:01:25 17:30:00,1.07318
2017:01:25 18:00:00,1.0738
2017:01:25 18:30:00,1.0736
2017:01:25 19:00:00,1.0726
2017:01:25 19:30:00,1.07298
2017:01:25 20:00:00,1.07408
2017:01:25 20:30:00,1.07467
2017:01:25 21:00:00,1.07524
2017:01:25 21:30:00,1.07482
2017:01:25 22:00:00,1.07497
2017:01:25 22:30:00,1.0749
2017:01:25 23:00:00,1.075
2017:01:25 23:30:00,1.0748
2017:01:26 0:00:00,1.07528
2017:01:26 0:30:00,1.07568
2017:01:26 1:00:00,1.07631
2017:01:26 1:30:00,1.07638
2017:01:26 2:00:00,1.0759
2017:01:26 2:30:00,1.07562
2017:01:26 3:00:00,1.07576
2017:01:26 3:30:00,1.07572
2017:01:26 4:00:00,1.07568
2017:01:26 4:30:00,1.07571
2017:01:26 5:00:00,1.07576
2017:01:26 5:30:00,1.07582
2017:01:26 6:00:00,1.07556
2017:01:26 6:30:00,1.07436
2017:01:26 7:00:00,1.0742
2017:01:26 7:30:00,1.07398
2017:01:26 8:00:00,1.07305
2017:01:26 8:30:00,1.07402
2017:01:26 9:00:00,1.07397
2017:01:26 9:30:00,1.07357
2017:01:26 10:00:00,1.07214
2017:01:26 10:30:00,1.07175
2017:01:26 11:00:00,1.07206
2017:01:26 11:30:00,1.07288
2017:01:26 12:00:00,1.07312
2017:01:26 12:30:00,1.07276
2017:01:26 13:00:00,1.07108
2017:01:26 13:30:00,1.06944
2017:01:26 14:00:00,1.06969
2017:01:26 14:30:00,1.06833
2017:01:26 15:00:00,1.0686
2017:01:26 15:30:00,1.06819
2017:01:26 16:00:00,1.06712
2017:01:26 16:30:00,1.0665
2017:01:26 17:00:00,1.0669
2017:01:26 17:30:00,1.0677
2017:01:26 18:00:00,1.06866
2017:01:26 18:30:00,1.06893
2017:01:26 19:00:00,1.06958
2017:01:26 19:30:00,1.0695
2017:01:26 20:00:00,1.06982
2017:01:26 20:30:00,1.06908
2017:01:26 21:00:00,1.06756
2017:01:26 21:30:00,1.06704
2017:01:26 22:00:00,1.06797
2017:01:26 22:30:00,1.06818
2017:01:26 23:00:00,1.06804
2017:01:26 23:30:00,1.06814
2017:01:27 0:00:00,1.06832
2017:01:27 0:30:00,1.0682
2017:01:27 1:00:00,1.0683
2017:01:27 1:30:00,1.0678
2017:01:27 2:00:00,1.06827
2017:01:27 2:30:00,1.0684
2017:01:27 3:00:00,1.06809
2017:01:27 3:30:00,1.06752
2017:01:27 4:00:00,1.06751
2017:01:27 4:30:00,1.06747
2017:01:27 5:00:00,1.06741
2017:01:27 5:30:00,1.06718
2017:01:27 6:00:00,1.06719
2017:01:27 6:30:00,1.06678
2017:01:27 7:00:00,1.06648
2017:01:27 7:30:00,1.06684
2017:01:27 8:00:00,1.06736
2017:01:27 8:30:00,1.06756
2017:01:27 9:00:00,1.0681
2017:01:27 9:30:00,1.06925
2017:01:27 10:00:00,1.06928
2017:01:27 10:30:00,1.06802
2017:01:27 11:00:00,1.06828
2017:01:27 11:30:00,1.0692
2017:01:27 12:00:00,1.06936
2017:01:27 12:30:00,1.06884
2017:01:27 13:00:00,1.06752
2017:01:27 13:30:00,1.0685
2017:01:27 14:00:00,1.06986
2017:01:27 14:30:00,1.07064
2017:01:27 15:00:00,1.07024
2017:01:27 15:30:00,1.07098
2017:01:27 16:00:00,1.07064
2017:01:27 16:30:00,1.06938
2017:01:27 17:00:00,1.06896
2017:01:27 17:30:00,1.06866
2017:01:27 18:00:00,1.0683
2017:01:27 18:30:00,1.06906
2017:01:27 19:00:00,1.069
2017:01:27 19:30:00,1.06941
2017:01:27 20:00:00,1.06988
2017:01:27 20:30:00,1.06984
2017:01:27 21:00:00,1.06957
2017:01:27 21:30:00,1.06962
2017:01:29 22:00:00,1.07232
2017:01:29 22:30:00,1.07152
2017:01:29 23:00:00,1.07136
2017:01:29 23:30:00,1.07134
2017:01:30 0:00:00,1.07171
2017:01:30 0:30:00,1.07223
2017:01:30 1:00:00,1.07232
2017:01:30 1:30:00,1.07332
2017:01:30 2:00:00,1.07366
2017:01:30 2:30:00,1.07326
2017:01:30 3:00:00,1.0733
2017:01:30 3:30:00,1.07342
2017:01:30 4:00:00,1.07322
2017:01:30 4:30:00,1.07326
2017:01:30 5:00:00,1.07297
2017:01:30 5:30:00,1.0728
2017:01:30 6:00:00,1.07242
2017:01:30 6:30:00,1.07227
2017:01:30 7:00:00,1.07205
2017:01:30 7:30:00,1.07138
2017:01:30 8:00:00,1.07004
2017:01:30 8:30:00,1.0698
2017:01:30 9:00:00,1.06966
2017:01:30 9:30:00,1.06904
2017:01:30 10:00:00,1.06954
2017:01:30 10:30:00,1.06941
2017:01:30 11:00:00,1.06926
2017:01:30 11:30:00,1.0683
2017:01:30 12:00:00,1.06611
2017:01:30 12:30:00,1.06366
2017:01:30 13:00:00,1.06296
2017:01:30 13:30:00,1.0635
2017:01:30 14:00:00,1.06444
2017:01:30 14:30:00,1.06415
2017:01:30 15:00:00,1.06592
2017:01:30 15:30:00,1.0671
2017:01:30 16:00:00,1.06882
2017:01:30 16:30:00,1.06953
2017:01:30 17:00:00,1.06803
2017:01:30 17:30:00,1.06967
2017:01:30 18:00:00,1.06934
2017:01:30 18:30:00,1.06862
2017:01:30 19:00:00,1.06922
2017:01:30 19:30:00,1.06878
2017:01:30 20:00:00,1.06947
2017:01:30 20:30:00,1.06954
2017:01:30 21:00:00,1.06948
2017:01:30 21:30:00,1.06992
2017:01:30 22:00:00,1.06964
2017:01:30 22:30:00,1.06988
2017:01:30 23:00:00,1.07006
2017:01:30 23:30:00,1.07022
2017:01:31 0:00:00,1.0708
2017:01:31 0:30:00,1.07009
2017:01:31 1:00:00,1.06971
2017:01:31 1:30:00,1.06954
2017:01:31 2:00:00,1.06929
2017:01:31 2:30:00,1.06976
2017:01:31 3:00:00,1.0705
2017:01:31 3:30:00,1.06983
2017:01:31 4:00:00,1.06974
2017:01:31 4:30:00,1.06991
2017:01:31 5:00:00,1.06962
2017:01:31 5:30:00,1.07012
2017:01:31 6:00:00,1.07002
2017:01:31 6:30:00,1.07011
2017:01:31 7:00:00,1.06926
2017:01:31 7:30:00,1.0691
2017:01:31 8:00:00,1.06994
2017:01:31 8:30:00,1.07216
2017:01:31 9:00:00,1.06991
2017:01:31 9:30:00,1.06943
2017:01:31 10:00:00,1.07122
2017:01:31 10:30:00,1.07121
2017:01:31 11:00:00,1.0701
2017:01:31 11:30:00,1.07056
2017:01:31 12:00:00,1.07505
2017:01:31 12:30:00,1.07574
2017:01:31 13:00:00,1.07482
2017:01:31 13:30:00,1.07522
2017:01:31 14:00:00,1.07553
2017:01:31 14:30:00,1.0777
2017:01:31 15:00:00,1.07913
2017:01:31 15:30:00,1.07884
2017:01:31 16:00:00,1.08096
2017:01:31 16:30:00,1.0791
2017:01:31 17:00:00,1.0793
2017:01:31 17:30:00,1.07812
2017:01:31 18:00:00,1.07839
2017:01:31 18:30:00,1.07871
2017:01:31 19:00:00,1.07926
2017:01:31 19:30:00,1.08034
2017:01:31 20:00:00,1.08046
2017:01:31 20:30:00,1.07891
2017:01:31 21:00:00,1.07961
2017:01:31 21:30:00,1.0795
2017:01:31 22:00:00,1.0798
2017:01:31 22:30:00,1.07944
2017:01:31 23:00:00,1.07962
2017:01:31 23:30:00,1.08014
2017:02:01 0:00:00,1.08009
2017:02:01 0:30:00,1.07934
2017:02:01 1:00:00,1.07958
2017:02:01 1:30:00,1.07914
2017:02:01 2:00:00,1.07933
2017:02:01 2:30:00,1.0792
2017:02:01 3:00:00,1.07962
2017:02:01 3:30:00,1.07979
2017:02:01 4:00:00,1.07924
2017:02:01 4:30:00,1.07896
2017:02:01 5:00:00,1.07908
2017:02:01 5:30:00,1.07906
2017:02:01 6:00:00,1.0791
2017:02:01 6:30:00,1.07806
2017:02:01 7:00:00,1.07798
2017:02:01 7:30:00,1.07852
2017:02:01 8:00:00,1.07812
2017:02:01 8:30:00,1.07926
2017:02:01 9:00:00,1.07978
2017:02:01 9:30:00,1.07948
2017:02:01 10:00:00,1.07848
2017:02:01 10:30:00,1.07844
2017:02:01 11:00:00,1.08027
2017:02:01 11:30:00,1.07972
2017:02:01 12:00:00,1.08019
2017:02:01 12:30:00,1.0803
2017:02:01 13:00:00,1.07886
2017:02:01 13:30:00,1.07681
2017:02:01 14:00:00,1.07602
2017:02:01 14:30:00,1.07525
2017:02:01 15:00:00,1.07582
2017:02:01 15:30:00,1.07408
2017:02:01 16:00:00,1.07584
2017:02:01 16:30:00,1.07526
2017:02:01 17:00:00,1.07562
2017:02:01 17:30:00,1.07494
2017:02:01 18:00:00,1.07525
2017:02:01 18:30:00,1.075
2017:02:01 19:00:00,1.07403
2017:02:01 19:30:00,1.07706
2017:02:01 20:00:00,1.07763
2017:02:01 20:30:00,1.07683
2017:02:01 21:00:00,1.07698
2017:02:01 21:30:00,1.07704
2017:02:01 22:00:00,1.07692
2017:02:01 22:30:00,1.07658
2017:02:01 23:00:00,1.07673
2017:02:01 23:30:00,1.07673
2017:02:02 0:00:00,1.07652
2017:02:02 0:30:00,1.07744
2017:02:02 1:00:00,1.0783
2017:02:02 1:30:00,1.078
2017:02:02 2:00:00,1.07832
2017:02:02 2:30:00,1.07794
2017:02:02 3:00:00,1.07814
2017:02:02 3:30:00,1.07872
2017:02:02 4:00:00,1.07892
2017:02:02 4:30:00,1.07892
2017:02:02 5:00:00,1.07847
2017:02:02 5:30:00,1.07874
2017:02:02 6:00:00,1.07928
2017:02:02 6:30:00,1.07938
2017:02:02 7:00:00,1.07824
2017:02:02 7:30:00,1.07953
2017:02:02 8:00:00,1.07924
2017:02:02 8:30:00,1.0795
2017:02:02 9:00:00,1.08131
2017:02:02 9:30:00,1.08101
2017:02:02 10:00:00,1.08156
2017:02:02 10:30:00,1.08148
2017:02:02 11:00:00,1.08096
2017:02:02 11:30:00,1.08045
2017:02:02 12:00:00,1.0811
2017:02:02 12:30:00,1.08114
2017:02:02 13:00:00,1.08046
2017:02:02 13:30:00,1.0812
2017:02:02 14:00:00,1.0815
2017:02:02 14:30:00,1.08145
2017:02:02 15:00:00,1.08174
2017:02:02 15:30:00,1.08136
2017:02:02 16:00:00,1.08061
2017:02:02 16:30:00,1.08009
2017:02:02 17:00:00,1.08022
2017:02:02 17:30:00,1.07922
2017:02:02 18:00:00,1.0788
2017:02:02 18:30:00,1.07937
2017:02:02 19:00:00,1.07754
2017:02:02 19:30:00,1.07689
2017:02:02 20:00:00,1.07646
2017:02:02 20:30:00,1.07588
2017:02:02 21:00:00,1.07622
2017:02:02 21:30:00,1.07612
2017:02:02 22:00:00,1.07596
2017:02:02 22:30:00,1.07612
2017:02:02 23:00:00,1.07618
2017:02:02 23:30:00,1.07626
2017:02:03 0:00:00,1.07622
2017:02:03 0:30:00,1.07588
2017:02:03 1:00:00,1.07613
2017:02:03 1:30:00,1.07676
2017:02:03 2:00:00,1.07698
2017:02:03 2:30:00,1.07612
2017:02:03 3:00:00,1.07606
2017:02:03 3:30:00,1.07594
2017:02:03 4:00:00,1.0755
2017:02:03 4:30:00,1.07595
2017:02:03 5:00:00,1.07582
2017:02:03 5:30:00,1.07536
2017:02:03 6:00:00,1.07576
2017:02:03 6:30:00,1.07506
2017:02:03 7:00:00,1.0759
2017:02:03 7:30:00,1.07586
2017:02:03 8:00:00,1.07576
2017:02:03 8:30:00,1.07534
2017:02:03 9:00:00,1.07438
2017:02:03 9:30:00,1.07458
2017:02:03 10:00:00,1.07416
2017:02:03 10:30:00,1.07446
2017:02:03 11:00:00,1.07388
2017:02:03 11:30:00,1.07378
2017:02:03 12:00:00,1.07304
2017:02:03 12:30:00,1.07395
2017:02:03 13:00:00,1.0735
2017:02:03 13:30:00,1.07356
2017:02:03 14:00:00,1.07559
2017:02:03 14:30:00,1.0758
2017:02:03 15:00:00,1.07652
2017:02:03 15:30:00,1.07824
2017:02:03 16:00:00,1.07885
2017:02:03 16:30:00,1.07793
2017:02:03 17:00:00,1.07908
2017:02:03 17:30:00,1.07838
2017:02:03 18:00:00,1.0784
2017:02:03 18:30:00,1.07754
2017:02:03 19:00:00,1.07684
2017:02:03 19:30:00,1.07636
2017:02:03 20:00:00,1.07662
2017:02:03 20:30:00,1.07734
2017:02:03 21:00:00,1.07798
2017:02:03 21:30:00,1.07848
2017:02:05 22:00:00,1.07898
2017:02:05 22:30:00,1.0788
2017:02:05 23:00:00,1.07852
2017:02:05 23:30:00,1.07822
2017:02:06 0:00:00,1.07826
2017:02:06 0:30:00,1.07826
2017:02:06 1:00:00,1.07842
2017:02:06 1:30:00,1.07846
2017:02:06 2:00:00,1.078
2017:02:06 2:30:00,1.0781
2017:02:06 3:00:00,1.0778
2017:02:06 3:30:00,1.07801
2017:02:06 4:00:00,1.07828
2017:02:06 4:30:00,1.07784
2017:02:06 5:00:00,1.07754
2017:02:06 5:30:00,1.0775
2017:02:06 6:00:00,1.07746
2017:02:06 6:30:00,1.07758
2017:02:06 7:00:00,1.07681
2017:02:06 7:30:00,1.0751
2017:02:06 8:00:00,1.07524
2017:02:06 8:30:00,1.07459
2017:02:06 9:00:00,1.07508
2017:02:06 9:30:00,1.07504
2017:02:06 10:00:00,1.07468
2017:02:06 10:30:00,1.07356
2017:02:06 11:00:00,1.07408
2017:02:06 11:30:00,1.07382
2017:02:06 12:00:00,1.07372
2017:02:06 12:30:00,1.07366
2017:02:06 13:00:00,1.07338
2017:02:06 13:30:00,1.07213
2017:02:06 14:00:00,1.07131
2017:02:06 14:30:00,1.07198
2017:02:06 15:00:00,1.07288
2017:02:06 15:30:00,1.07294
2017:02:06 16:00:00,1.0739
2017:02:06 16:30:00,1.07342
2017:02:06 17:00:00,1.07308
2017:02:06 17:30:00,1.07359
2017:02:06 18:00:00,1.07348
2017:02:06 18:30:00,1.07318
2017:02:06 19:00:00,1.07428
2017:02:06 19:30:00,1.07502
2017:02:06 20:00:00,1.07472
2017:02:06 20:30:00,1.07528
2017:02:06 21:00:00,1.07508
2017:02:06 21:30:00,1.07536
2017:02:06 22:00:00,1.07494
2017:02:06 22:30:00,1.0747
2017:02:06 23:00:00,1.07478
2017:02:06 23:30:00,1.07482
2017:02:07 0:00:00,1.07432
2017:02:07 0:30:00,1.0739
2017:02:07 1:00:00,1.07305
2017:02:07 1:30:00,1.07284
2017:02:07 2:00:00,1.073
2017:02:07 2:30:00,1.07255
2017:02:07 3:00:00,1.07224
2017:02:07 3:30:00,1.07188
2017:02:07 4:00:00,1.07083
2017:02:07 4:30:00,1.0711
2017:02:07 5:00:00,1.07101
2017:02:07 5:30:00,1.0708
2017:02:07 6:00:00,1.07124
2017:02:07 6:30:00,1.06992
2017:02:07 7:00:00,1.06938
2017:02:07 7:30:00,1.06834
2017:02:07 8:00:00,1.06816
2017:02:07 8:30:00,1.06711
2017:02:07 9:00:00,1.0674
2017:02:07 9:30:00,1.06609
2017:02:07 10:00:00,1.06598
2017:02:07 10:30:00,1.06646
2017:02:07 11:00:00,1.0668
2017:02:07 11:30:00,1.06667
2017:02:07 12:00:00,1.0672
2017:02:07 12:30:00,1.06792
2017:02:07 13:00:00,1.06765
2017:02:07 13:30:00,1.06668
2017:02:07 14:00:00,1.06755
2017:02:07 14:30:00,1.06786
2017:02:07 15:00:00,1.06719
2017:02:07 15:30:00,1.06802
2017:02:07 16:00:00,1.06857
2017:02:07 16:30:00,1.0689
2017:02:07 17:00:00,1.069
2017:02:07 17:30:00,1.07018
2017:02:07 18:00:00,1.06922
2017:02:07 18:30:00,1.06961
2017:02:07 19:00:00,1.06942
2017:02:07 19:30:00,1.06937
2017:02:07 20:00:00,1.06959
2017:02:07 20:30:00,1.06948
2017:02:07 21:00:00,1.06884
2017:02:07 21:30:00,1.06843
2017:02:07 22:00:00,1.06804
2017:02:07 22:30:00,1.06794
2017:02:07 23:00:00,1.06805
2017:02:07 23:30:00,1.06804
2017:02:08 0:00:00,1.06784
2017:02:08 0:30:00,1.06702
2017:02:08 1:00:00,1.06783
2017:02:08 1:30:00,1.06872
2017:02:08 2:00:00,1.06854
2017:02:08 2:30:00,1.06888
2017:02:08 3:00:00,1.06862
2017:02:08 3:30:00,1.06856
2017:02:08 4:00:00,1.06888
2017:02:08 4:30:00,1.06816
2017:02:08 5:00:00,1.06774
2017:02:08 5:30:00,1.06778
2017:02:08 6:00:00,1.06772
2017:02:08 6:30:00,1.06782
2017:02:08 7:00:00,1.06665
2017:02:08 7:30:00,1.06634
2017:02:08 8:00:00,1.06584
2017:02:08 8:30:00,1.06512
2017:02:08 9:00:00,1.06597
2017:02:08 9:30:00,1.06448
2017:02:08 10:00:00,1.06442
2017:02:08 10:30:00,1.06479
2017:02:08 11:00:00,1.06461
2017:02:08 11:30:00,1.06442
2017:02:08 12:00:00,1.0649
2017:02:08 12:30:00,1.06546
2017:02:08 13:00:00,1.0659
2017:02:08 13:30:00,1.06674
2017:02:08 14:00:00,1.06704
2017:02:08 14:30:00,1.0689
2017:02:08 15:00:00,1.06994
2017:02:08 15:30:00,1.06956
2017:02:08 16:00:00,1.0707
2017:02:08 16:30:00,1.07004
2017:02:08 17:00:00,1.07071
2017:02:08 17:30:00,1.07044
2017:02:08 18:00:00,1.06968
2017:02:08 18:30:00,1.06839
2017:02:08 19:00:00,1.06808
2017:02:08 19:30:00,1.0686
2017:02:08 20:00:00,1.06867
2017:02:08 20:30:00,1.06868
2017:02:08 21:00:00,1.06878
2017:02:08 21:30:00,1.0693
2017:02:08 22:00:00,1.0698
2017:02:08 22:30:00,1.06957
2017:02:08 23:00:00,1.06952
2017:02:08 23:30:00,1.06938
2017:02:09 0:00:00,1.06913
2017:02:09 0:30:00,1.06912
2017:02:09 1:00:00,1.06876
2017:02:09 1:30:00,1.06834
2017:02:09 2:00:00,1.06848
2017:02:09 2:30:00,1.06796
2017:02:09 3:00:00,1.06858
2017:02:09 3:30:00,1.06906
2017:02:09 4:00:00,1.06896
2017:02:09 4:30:00,1.06878
2017:02:09 5:00:00,1.06876
2017:02:09 5:30:00,1.06822
2017:02:09 6:00:00,1.06806
2017:02:09 6:30:00,1.06829
2017:02:09 7:00:00,1.0673
2017:02:09 7:30:00,1.06716
2017:02:09 8:00:00,1.0679
2017:02:09 8:30:00,1.06902
2017:02:09 9:00:00,1.06998
2017:02:09 9:30:00,1.0705
2017:02:09 10:00:00,1.0702
2017:02:09 10:30:00,1.06951
2017:02:09 11:00:00,1.06914
2017:02:09 11:30:00,1.0677
2017:02:09 12:00:00,1.06807
2017:02:09 12:30:00,1.06782
2017:02:09 13:00:00,1.06846
2017:02:09 13:30:00,1.0682
2017:02:09 14:00:00,1.06818
2017:02:09 14:30:00,1.06887
2017:02:09 15:00:00,1.06654
2017:02:09 15:30:00,1.06664
2017:02:09 16:00:00,1.06648
2017:02:09 16:30:00,1.0669
2017:02:09 17:00:00,1.06569
2017:02:09 17:30:00,1.06591
2017:02:09 18:00:00,1.06568
2017:02:09 18:30:00,1.06544
2017:02:09 19:00:00,1.06602
2017:02:09 19:30:00,1.06632
2017:02:09 20:00:00,1.0658
2017:02:09 20:30:00,1.06571
2017:02:09 21:00:00,1.06626
2017:02:09 21:30:00,1.066
2017:02:09 22:00:00,1.0658
2017:02:09 22:30:00,1.06584
2017:02:09 23:00:00,1.06547
2017:02:09 23:30:00,1.06574
2017:02:10 0:00:00,1.06571
2017:02:10 0:30:00,1.06538
2017:02:10 1:00:00,1.06556
2017:02:10 1:30:00,1.06613
2017:02:10 2:00:00,1.06614
2017:02:10 2:30:00,1.06585
2017:02:10 3:00:00,1.06598
2017:02:10 3:30:00,1.06676
2017:02:10 4:00:00,1.06624
2017:02:10 4:30:00,1.06604
2017:02:10 5:00:00,1.0662
2017:02:10 5:30:00,1.06554
2017:02:10 6:00:00,1.06532
2017:02:10 6:30:00,1.06522
2017:02:10 7:00:00,1.06591
2017:02:10 7:30:00,1.0656
2017:02:10 8:00:00,1.06398
2017:02:10 8:30:00,1.06394
2017:02:10 9:00:00,1.06394
2017:02:10 9:30:00,1.06422
2017:02:10 10:00:00,1.06419
2017:02:10 10:30:00,1.06458
2017:02:10 11:00:00,1.06447
2017:02:10 11:30:00,1.06451
2017:02:10 12:00:00,1.064
2017:02:10 12:30:00,1.06342
2017:02:10 13:00:00,1.0627
2017:02:10 13:30:00,1.06258
2017:02:10 14:00:00,1.06196
2017:02:10 14:30:00,1.06123
2017:02:10 15:00:00,1.0623
2017:02:10 15:30:00,1.06344
2017:02:10 16:00:00,1.06248
2017:02:10 16:30:00,1.06386
2017:02:10 17:00:00,1.06494
2017:02:10 17:30:00,1.06436
2017:02:10 18:00:00,1.06345
2017:02:10 18:30:00,1.06456
2017:02:10 19:00:00,1.06314
2017:02:10 19:30:00,1.06273
2017:02:10 20:00:00,1.06328
2017:02:10 20:30:00,1.06326
2017:02:10 21:00:00,1.06374
2017:02:10 21:30:00,1.06348
2017:02:12 22:00:00,1.06286
2017:02:12 22:30:00,1.06319
2017:02:12 23:00:00,1.06316
2017:02:12 23:30:00,1.06208
2017:02:13 0:00:00,1.06187
2017:02:13 0:30:00,1.0613
2017:02:13 1:00:00,1.06214
2017:02:13 1:30:00,1.06233
2017:02:13 2:00:00,1.06206
2017:02:13 2:30:00,1.06193
2017:02:13 3:00:00,1.06158
2017:02:13 3:30:00,1.06168
2017:02:13 4:00:00,1.06192
2017:02:13 4:30:00,1.06206
2017:02:13 5:00:00,1.06224
2017:02:13 5:30:00,1.06226
2017:02:13 6:00:00,1.06284
2017:02:13 6:30:00,1.06314
2017:02:13 7:00:00,1.06301
2017:02:13 7:30:00,1.06399
2017:02:13 8:00:00,1.06428
2017:02:13 8:30:00,1.06524
2017:02:13 9:00:00,1.06488
2017:02:13 9:30:00,1.06394
2017:02:13 10:00:00,1.06372
2017:02:13 10:30:00,1.06408
2017:02:13 11:00:00,1.06398
2017:02:13 11:30:00,1.06414
2017:02:13 12:00:00,1.06417
2017:02:13 12:30:00,1.06384
2017:02:13 13:00:00,1.06328
2017:02:13 13:30:00,1.06268
2017:02:13 14:00:00,1.0624
2017:02:13 14:30:00,1.06183
2017:02:13 15:00:00,1.06016
2017:02:13 15:30:00,1.05978
2017:02:13 16:00:00,1.06044
2017:02:13 16:30:00,1.0604
2017:02:13 17:00:00,1.06026
2017:02:13 17:30:00,1.06016
2017:02:13 18:00:00,1.0596
2017:02:13 18:30:00,1.05993
2017:02:13 19:00:00,1.0603
2017:02:13 19:30:00,1.06006
2017:02:13 20:00:00,1.05988
2017:02:13 20:30:00,1.05996
2017:02:13 21:00:00,1.05962
2017:02:13 21:30:00,1.05985
2017:02:13 22:00:00,1.05976
2017:02:13 22:30:00,1.0595
2017:02:13 23:00:00,1.05959
2017:02:13 23:30:00,1.05952
2017:02:14 0:00:00,1.05992
2017:02:14 0:30:00,1.06066
2017:02:14 1:00:00,1.06002
2017:02:14 1:30:00,1.05982
2017:02:14 2:00:00,1.05961
2017:02:14 2:30:00,1.05961
2017:02:14 3:00:00,1.05988
2017:02:14 3:30:00,1.0602
2017:02:14 4:00:00,1.06044
2017:02:14 4:30:00,1.06086
2017:02:14 5:00:00,1.06109
2017:02:14 5:30:00,1.06132
2017:02:14 6:00:00,1.06198
2017:02:14 6:30:00,1.06205
2017:02:14 7:00:00,1.06226
2017:02:14 7:30:00,1.06116
2017:02:14 8:00:00,1.06072
2017:02:14 8:30:00,1.06279
2017:02:14 9:00:00,1.0631
2017:02:14 9:30:00,1.06199
2017:02:14 10:00:00,1.06168
2017:02:14 10:30:00,1.0617
2017:02:14 11:00:00,1.06173
2017:02:14 11:30:00,1.06238
2017:02:14 12:00:00,1.06288
2017:02:14 12:30:00,1.0626
2017:02:14 13:00:00,1.06221
2017:02:14 13:30:00,1.062
2017:02:14 14:00:00,1.06133
2017:02:14 14:30:00,1.06122
2017:02:14 15:00:00,1.06101
2017:02:14 15:30:00,1.05799
2017:02:14 16:00:00,1.0564
2017:02:14 16:30:00,1.05789
2017:02:14 17:00:00,1.0577
2017:02:14 17:30:00,1.05688
2017:02:14 18:00:00,1.05648
2017:02:14 18:30:00,1.05677
2017:02:14 19:00:00,1.057
2017:02:14 19:30:00,1.05728
2017:02:14 20:00:00,1.05732
2017:02:14 20:30:00,1.05734
2017:02:14 21:00:00,1.0576
2017:02:14 21:30:00,1.05788
2017:02:14 22:00:00,1.05762
2017:02:14 22:30:00,1.05766
2017:02:14 23:00:00,1.05778
2017:02:14 23:30:00,1.05772
2017:02:15 0:00:00,1.05786
2017:02:15 0:30:00,1.05716
2017:02:15 1:00:00,1.05684
2017:02:15 1:30:00,1.05764
2017:02:15 2:00:00,1.05734
2017:02:15 2:30:00,1.05713
2017:02:15 3:00:00,1.05748
2017:02:15 3:30:00,1.05774
2017:02:15 4:00:00,1.05838
2017:02:15 4:30:00,1.05802
2017:02:15 5:00:00,1.05768
2017:02:15 5:30:00,1.0579
2017:02:15 6:00:00,1.05788
2017:02:15 6:30:00,1.05816
2017:02:15 7:00:00,1.05803
2017:02:15 7:30:00,1.05737
2017:02:15 8:00:00,1.05741
2017:02:15 8:30:00,1.05652
2017:02:15 9:00:00,1.05622
2017:02:15 9:30:00,1.05562
2017:02:15 10:00:00,1.05556
2017:02:15 10:30:00,1.05465
2017:02:15 11:00:00,1.05528
2017:02:15 11:30:00,1.0553
2017:02:15 12:00:00,1.05572
2017:02:15 12:30:00,1.05576
2017:02:15 13:00:00,1.05536
2017:02:15 13:30:00,1.05524
2017:02:15 14:00:00,1.05344
2017:02:15 14:30:00,1.0542
2017:02:15 15:00:00,1.05613
2017:02:15 15:30:00,1.05732
2017:02:15 16:00:00,1.05738
2017:02:15 16:30:00,1.05929
2017:02:15 17:00:00,1.05964
2017:02:15 17:30:00,1.0598
2017:02:15 18:00:00,1.05842
2017:02:15 18:30:00,1.05891
2017:02:15 19:00:00,1.05894
2017:02:15 19:30:00,1.05857
2017:02:15 20:00:00,1.05899
2017:02:15 20:30:00,1.05942
2017:02:15 21:00:00,1.0602
2017:02:15 21:30:00,1.06026
2017:02:15 22:00:00,1.06013
2017:02:15 22:30:00,1.0597
2017:02:15 23:00:00,1.0592
2017:02:15 23:30:00,1.05979
2017:02:16 0:00:00,1.06032
2017:02:16 0:30:00,1.06154
2017:02:16 1:00:00,1.0621
2017:02:16 1:30:00,1.06132
2017:02:16 2:00:00,1.06216
2017:02:16 2:30:00,1.06212
2017:02:16 3:00:00,1.06136
2017:02:16 3:30:00,1.06162
2017:02:16 4:00:00,1.06138
2017:02:16 4:30:00,1.06156
2017:02:16 5:00:00,1.0615
2017:02:16 5:30:00,1.06192
2017:02:16 6:00:00,1.06206
2017:02:16 6:30:00,1.06161
